test_id,gene_id,symbol,locus,sample_1,sample_2,status,value_1,value_2,log2FoldChange,test_stat,pvalue,padj,sig_cufflinks
XLOC_000450,XLOC_000450,TRNAU1AP,chr1:28879538-28909495,Control,Dengue,OK,9.43763,9.35553,-0.0126058,-0.00655309,0.98575,0.999963,no
XLOC_000453,XLOC_000453,RNU11,chr1:28975111-28975242,Control,Dengue,OK,676.553,591.174,-0.194622,-3.9976,0.61545,0.999963,no
XLOC_000454,XLOC_000454,GMEB1,chr1:28995043-29046249,Control,Dengue,OK,5.91809,8.49758,0.521921,0.696998,0.1111,0.957232,no
XLOC_000456,XLOC_000456,YTHDF2,chr1:29062387-29096465,Control,Dengue,OK,16.3176,19.4597,0.254063,0.290364,0.4129,0.999963,no
XLOC_000458,XLOC_000458,EPB41,chr1:29212532-29450447,Control,Dengue,OK,65.4438,78.1403,0.25581,0.218972,0.57465,0.999963,no
XLOC_000462,XLOC_000462,PTPRU,chr1:29563027-29653325,Control,Dengue,OK,0.204319,0.677147,1.72864,0.699183,0.00735,0.300115,no
XLOC_000468,XLOC_000468,MATN1-AS1,chr1:31184123-31200629,Control,Dengue,OK,1.40828,1.94401,0.465103,0.305742,0.4317,0.999963,no
XLOC_000469,XLOC_000469,LAPTM5,chr1:31200764-31231962,Control,Dengue,OK,4.65863,8.4453,0.858242,0.58763,0.18435,0.999963,no
XLOC_000474,XLOC_000474,PUM1,chr1:31403051-31538838,Control,Dengue,OK,3.90393,3.20759,-0.283439,-0.110947,0.691,0.999963,no
XLOC_000475,XLOC_000475,RP11-201O14.1,chr1:31403051-31538838,Control,Dengue,OK,1.15917,1.18782,0.0352149,0.00320633,0.94905,0.999963,no
XLOC_000476,XLOC_000476,RP11-201O14.2,chr1:31403051-31538838,Control,Dengue,OK,1.073,3.16917,1.56245,0.102294,0.41665,0.999963,no
XLOC_000477,XLOC_000477,ZCCHC17,chr1:31769828-31849882,Control,Dengue,OK,15.6702,13.1672,-0.251072,-0.319968,0.4245,0.999963,no
XLOC_000478,XLOC_000478,SERINC2,chr1:31882411-31907527,Control,Dengue,OK,0.614587,0.594502,-0.0479347,-0.0282355,0.9307,0.999963,no
XLOC_000483,XLOC_000483,HCRTR1,chr1:32083286-32169920,Control,Dengue,OK,0.747621,0.799838,0.0974019,0.0478638,0.90145,0.999963,no
XLOC_000484,XLOC_000484,"RP11-73M7.6,RP11-73M7.9",chr1:32083286-32169920,Control,Dengue,OK,1.57267,1.55914,-0.012463,-0.00539895,0.98505,0.999963,no
XLOC_000486,XLOC_000486,AL136115.1,chr1:32307619-32411046,Control,Dengue,OK,2.71389,2.84599,0.0685646,0.00812095,0.9798,0.999963,no
XLOC_000487,XLOC_000487,RP4-534N18.2,chr1:32307619-32411046,Control,Dengue,OK,0.582495,0.683343,0.230365,0.0080638,0.4763,0.999963,no
XLOC_000488,XLOC_000488,KHDRBS1,chr1:32479278-32568575,Control,Dengue,OK,21.401,20.9164,-0.0330386,-0.0403091,0.9083,0.999963,no
XLOC_000489,XLOC_000489,TMEM39B,chr1:32479278-32568575,Control,Dengue,OK,2.48172,2.96134,0.254906,0.0908544,0.79985,0.999963,no
XLOC_000491,XLOC_000491,KPNA6,chr1:32573610-32643034,Control,Dengue,OK,16.3853,17.4399,0.089984,0.0857754,0.8228,0.999963,no
XLOC_000492,XLOC_000492,"CCDC28B,DCDC2B,IQCC,TXLNA",chr1:32645268-32707242,Control,Dengue,OK,11.964,14.5866,0.285941,0.201581,0.58845,0.999963,no
XLOC_000493,XLOC_000493,EIF3I,chr1:32645268-32707242,Control,Dengue,OK,40.8254,40.6656,-0.00565941,-0.00569509,0.9887,0.999963,no
XLOC_000495,XLOC_000495,LCK,chr1:32715815-32751819,Control,Dengue,OK,48.6869,44.7836,-0.120563,-0.173182,0.67925,0.999963,no
XLOC_000496,XLOC_000496,HDAC1,chr1:32756867-32803125,Control,Dengue,OK,33.3342,33.1832,-0.00654913,-0.00769798,0.98455,0.999963,no
XLOC_000497,XLOC_000497,TSSK3,chr1:32817121-32861023,Control,Dengue,OK,0.678296,0.932838,0.45971,0.0751751,0.68575,0.999963,no
XLOC_000502,XLOC_000502,RBBP4,chr1:33116721-33169197,Control,Dengue,OK,28.0021,23.5803,-0.247956,-0.220622,0.53315,0.999963,no
XLOC_000504,XLOC_000504,S100PBP,chr1:33207485-33325527,Control,Dengue,OK,13.1186,10.8362,-0.275754,-0.118736,0.7125,0.999963,no
XLOC_000508,XLOC_000508,RP4-803A2.1,chr1:33445350-33546597,Control,Dengue,OK,0.834641,0.774895,-0.107156,-0.00872329,0.86965,0.999963,no
XLOC_000509,XLOC_000509,"RP1-117O3.2,RP4-803A2.2",chr1:33445350-33546597,Control,Dengue,OK,2.26088,4.02124,0.830758,0.386531,0.33745,0.999963,no
XLOC_000510,XLOC_000510,AZIN2,chr1:33546704-33586131,Control,Dengue,OK,0.425173,0.325908,-0.383582,-0.144157,0.42945,0.999963,no
XLOC_000512,XLOC_000512,ZNF362,chr1:33721339-33767082,Control,Dengue,OK,3.02821,3.73602,0.303039,0.302861,0.39685,0.999963,no
XLOC_000513,XLOC_000513,RP11-415J8.7,chr1:33721339-33767082,Control,Dengue,OK,0.297541,0.524404,0.817588,0.15191,0.7967,0.999963,no
XLOC_000514,XLOC_000514,RP11-415J8.3,chr1:33772366-33896653,Control,Dengue,OK,5.97412,6.51283,0.124557,0.0436606,0.90385,0.999963,no
XLOC_000530,XLOC_000530,ZMYM1,chr1:35525386-35582566,Control,Dengue,OK,5.51375,5.14245,-0.100578,-0.0557012,0.8512,0.999963,no
XLOC_000531,XLOC_000531,EFCAB14P1,chr1:35587622-35588085,Control,Dengue,OK,9.69083,9.78418,0.0138313,0.0181982,0.97135,0.999963,no
XLOC_000533,XLOC_000533,ZMYM4,chr1:35734192-35888477,Control,Dengue,OK,20.3571,16.8303,-0.274474,-0.187059,0.65185,0.999963,no
XLOC_000535,XLOC_000535,RPL5P4,chr1:35734192-35888477,Control,Dengue,OK,35.7792,20.4504,-0.80699,-0.677698,0.13335,0.999963,no
XLOC_000537,XLOC_000537,NCDN,chr1:35898902-36032875,Control,Dengue,OK,2.35232,3.15611,0.42406,0.189807,0.5882,0.999963,no
XLOC_000538,XLOC_000538,TFAP2E,chr1:36033452-36064204,Control,Dengue,OK,0.38557,0.54633,0.502777,0.324305,0.33535,0.999963,no
XLOC_000540,XLOC_000540,AGO4,chr1:36273089-36323632,Control,Dengue,OK,12.9862,12.361,-0.0711834,-0.0630419,0.83355,0.999963,no
XLOC_000541,XLOC_000541,"AGO1,AGO3",chr1:36335408-36538321,Control,Dengue,OK,12.3673,14.2026,0.199618,0.114997,0.70465,0.999963,no
XLOC_000543,XLOC_000543,ADPRHL2,chr1:36554435-36590839,Control,Dengue,OK,6.27311,8.72385,0.475783,0.434636,0.25725,0.999963,no
XLOC_000544,XLOC_000544,MAP7D1,chr1:36602170-36646533,Control,Dengue,OK,12.9452,24.3578,0.911967,0.913015,0.02425,0.533229,no
XLOC_000546,XLOC_000546,THRAP3,chr1:36690000-36771826,Control,Dengue,OK,30.6061,34.258,0.162623,0.254215,0.5447,0.999963,no
XLOC_000554,XLOC_000554,ZC3H12A,chr1:37940123-37950806,Control,Dengue,OK,25.7919,62.9385,1.28702,1.13245,0.00565,0.260768,no
XLOC_000556,XLOC_000556,FTH1P1,chr1:37999739-38019916,Control,Dengue,OK,0.279334,0.801696,1.52106,0.212468,0.7089,0.999963,no
XLOC_000557,XLOC_000557,SNIP1,chr1:37999739-38019916,Control,Dengue,OK,1.31385,1.66736,0.343769,0.152858,0.65435,0.999963,no
XLOC_000560,XLOC_000560,CDCA8,chr1:38158034-38175571,Control,Dengue,OK,1.27178,1.08109,-0.234371,-0.19728,0.6314,0.999963,no
XLOC_000563,XLOC_000563,"C1orf122,MANEAL",chr1:38259473-38412833,Control,Dengue,OK,6.01776,7.15941,0.250613,0.0442037,0.83185,0.999963,no
XLOC_000564,XLOC_000564,RP11-109P14.8,chr1:38259473-38412833,Control,Dengue,OK,0.524357,0.759659,0.534802,0.0432152,0.82995,0.999963,no
XLOC_000569,XLOC_000569,UTP11L,chr1:38474929-38492116,Control,Dengue,OK,8.78765,8.93284,0.0236417,0.0214437,0.95315,0.999963,no
XLOC_000577,XLOC_000577,AKIRIN1,chr1:39456894-39475419,Control,Dengue,OK,23.7005,28.8762,0.284967,0.307953,0.3517,0.999963,no
XLOC_000578,XLOC_000578,NDUFS5,chr1:39491989-39500308,Control,Dengue,OK,64.2685,55.9776,-0.199262,-0.295693,0.4933,0.999963,no
XLOC_000580,XLOC_000580,MACF1,chr1:39546987-39952849,Control,Dengue,OK,61.4901,52.3919,-0.231012,-0.0752646,0.7661,0.999963,no
XLOC_000581,XLOC_000581,RP11-416A14.1,chr1:39546987-39952849,Control,Dengue,OK,0.363973,0.337705,-0.108071,-0.000974888,0.1155,0.965114,no
XLOC_000584,XLOC_000584,RP11-69E11.8,chr1:40025586-40042604,Control,Dengue,OK,1.32382,1.12559,-0.234028,-0.120838,0.7426,0.999963,no
XLOC_000586,XLOC_000586,PPIE,chr1:40157853-40254533,Control,Dengue,OK,15.2754,14.0325,-0.122439,-0.141323,0.7358,0.999963,no
XLOC_000590,XLOC_000590,MFSD2A,chr1:40420783-40437355,Control,Dengue,OK,3.51417,7.87691,1.16445,0.923806,0.0074,0.300115,no
XLOC_000591,XLOC_000591,CAP1,chr1:40504734-40563375,Control,Dengue,OK,214.782,233.61,0.121231,0.118383,0.7622,0.999963,no
XLOC_000593,XLOC_000593,RLF,chr1:40627033-40706727,Control,Dengue,OK,18.2439,19.9317,0.12765,0.159496,0.6509,0.999963,no
XLOC_000596,XLOC_000596,ZMPSTE24,chr1:40720895-40759962,Control,Dengue,OK,12.4339,10.7239,-0.213451,-0.201439,0.4804,0.999963,no
XLOC_000597,XLOC_000597,SMAP2,chr1:40810370-40889074,Control,Dengue,OK,91.2819,94.4555,0.049306,0.0573509,0.88405,0.999963,no
XLOC_000598,XLOC_000598,RP1-228H13.2,chr1:40810370-40889074,Control,Dengue,OK,2.88006,3.2678,0.182219,0.0294467,0.94955,0.999963,no
XLOC_000599,XLOC_000599,"ZFP69,ZFP69B",chr1:40915743-40974333,Control,Dengue,OK,2.01879,1.98953,-0.021069,-0.0200827,0.9534,0.999963,no
XLOC_000602,XLOC_000602,EXO5,chr1:40974412-40983348,Control,Dengue,OK,2.15864,2.39014,0.146974,0.136036,0.72165,0.999963,no
XLOC_000603,XLOC_000603,ZNF684,chr1:40996490-41013841,Control,Dengue,OK,2.38135,5.66559,1.25044,1.06427,0.0032,0.183539,no
XLOC_000605,XLOC_000605,NFYC,chr1:41154135-41237434,Control,Dengue,OK,15.7994,19.4907,0.302919,0.338148,0.38665,0.999963,no
XLOC_000611,XLOC_000611,CTPS1,chr1:41445006-41707826,Control,Dengue,OK,8.4783,9.59112,0.177924,0.0937811,0.7891,0.999963,no
XLOC_000616,XLOC_000616,RP11-486B10.4,chr1:41971986-42501596,Control,Dengue,OK,0.911082,1.47097,0.691112,0.149602,0.7618,0.999963,no
XLOC_000623,XLOC_000623,"CCDC30,PPCS",chr1:42894996-43120335,Control,Dengue,OK,24.4008,25.2326,0.0483594,0.0468631,0.8844,0.999963,no
XLOC_000627,XLOC_000627,PPIH,chr1:43124029-43142568,Control,Dengue,OK,14.5771,14.6486,0.0070597,0.00823006,0.9841,0.999963,no
XLOC_000628,XLOC_000628,YBX1,chr1:43144405-43171203,Control,Dengue,OK,44.2873,48.7231,0.137712,0.134893,0.72485,0.999963,no
XLOC_000629,XLOC_000629,C1orf50,chr1:43232918-43263901,Control,Dengue,OK,4.89428,5.85223,0.257889,0.242582,0.5462,0.999963,no
XLOC_000630,XLOC_000630,ERMAP,chr1:43271626-43312093,Control,Dengue,OK,2.37642,3.21898,0.437815,0.303034,0.42905,0.999963,no
XLOC_000631,XLOC_000631,ZNF691,chr1:43312243-43318504,Control,Dengue,OK,0.995261,1.38263,0.474269,0.410751,0.3042,0.999963,no
XLOC_000632,XLOC_000632,ATP6V1E1P1,chr1:43368902-43369583,Control,Dengue,OK,4.15985,4.23605,0.0261879,0.0273775,0.9513,0.999963,no
XLOC_000641,XLOC_000641,MPL,chr1:43803470-43820263,Control,Dengue,OK,2.50384,1.46493,-0.773311,-0.723566,0.09945,0.92914,no
XLOC_000642,XLOC_000642,CDC20,chr1:43824619-43833745,Control,Dengue,OK,2.80849,2.19566,-0.355142,-0.152963,0.7149,0.999963,no
XLOC_000643,XLOC_000643,RP1-92O14.6,chr1:43841176-43855479,Control,Dengue,OK,0.505752,0.613133,0.277772,0.110141,0.76705,0.999963,no
XLOC_000644,XLOC_000644,SZT2,chr1:43855552-43922666,Control,Dengue,OK,4.60589,5.80199,0.333067,0.233787,0.5182,0.999963,no
XLOC_000646,XLOC_000646,"KDM4A,ST3GAL3",chr1:44115701-44396896,Control,Dengue,OK,13.5193,13.0465,-0.0513585,-0.034807,0.92175,0.999963,no
XLOC_000650,XLOC_000650,IPO13,chr1:44412442-44433696,Control,Dengue,OK,2.42555,3.2081,0.403405,0.361018,0.28115,0.999963,no
XLOC_000651,XLOC_000651,DPH2,chr1:44435671-44439126,Control,Dengue,OK,3.33701,4.29513,0.364148,0.355896,0.34005,0.999963,no
XLOC_000652,XLOC_000652,ATP6V0B,chr1:44440158-44443970,Control,Dengue,OK,67.1261,94.0171,0.486049,0.58937,0.0928,0.912184,no
XLOC_000653,XLOC_000653,B4GALT2,chr1:44444614-44456862,Control,Dengue,OK,0.698739,0.846017,0.275933,0.174278,0.5754,0.999963,no
XLOC_000654,XLOC_000654,CCDC24,chr1:44457030-44581585,Control,Dengue,OK,0.509934,0.870535,0.771592,0.41597,0.1364,0.999963,no
XLOC_000655,XLOC_000655,RP5-1198O20.4,chr1:44457030-44581585,Control,Dengue,OK,0.310328,1.22045,1.97555,0.708322,0.00105,0.0989848,no
XLOC_000657,XLOC_000657,DMAP1,chr1:44679126-44820932,Control,Dengue,OK,5.40125,6.85986,0.344886,0.277947,0.5068,0.999963,no
XLOC_000659,XLOC_000659,RNF220,chr1:44870865-45140227,Control,Dengue,OK,16.082,22.7551,0.500742,0.594967,0.1471,0.999963,no
XLOC_000661,XLOC_000661,C1orf228,chr1:45140363-45191439,Control,Dengue,OK,12.1482,10.97,-0.147177,-0.0696856,0.8218,0.999963,no
XLOC_000662,XLOC_000662,KIF2C,chr1:45205470-45247998,Control,Dengue,OK,4.97677,3.4625,-0.523396,-0.132347,0.76155,0.999963,no
XLOC_000663,XLOC_000663,RPS8,chr1:45205470-45247998,Control,Dengue,OK,273.247,180.386,-0.599114,-0.864498,0.03155,0.603194,no
XLOC_000665,XLOC_000665,"BTBD19,PLK3",chr1:45265117-45452511,Control,Dengue,OK,17.8295,42.5158,1.25373,0.830565,0.0237,0.529909,no
XLOC_000668,XLOC_000668,UROD,chr1:45477817-45481518,Control,Dengue,OK,18.8569,19.4344,0.0435156,0.054526,0.88915,0.999963,no
XLOC_000671,XLOC_000671,TOE1,chr1:45792530-45956848,Control,Dengue,OK,2.91179,4.14918,0.510921,0.355221,0.3733,0.999963,no
XLOC_000673,XLOC_000673,MMACHC,chr1:45959537-45988719,Control,Dengue,OK,0.683838,0.754751,0.142347,0.0233202,0.9329,0.999963,no
XLOC_000675,XLOC_000675,AKR1A1,chr1:46016214-46035725,Control,Dengue,OK,31.7581,39.3064,0.307639,0.390593,0.3309,0.999963,no
XLOC_000676,XLOC_000676,NASP,chr1:46049045-46216322,Control,Dengue,OK,26.3632,26.9782,0.0332675,0.0174815,0.96445,0.999963,no
XLOC_000677,XLOC_000677,TMEM69,chr1:46049045-46216322,Control,Dengue,OK,5.51731,6.01596,0.124832,0.0267887,0.93125,0.999963,no
XLOC_000679,XLOC_000679,MAST2,chr1:46252658-46502479,Control,Dengue,OK,1.85742,2.24105,0.270874,0.156158,0.60905,0.999963,no
XLOC_000685,XLOC_000685,RAD54L,chr1:46713359-46782453,Control,Dengue,OK,0.956597,1.20529,0.333392,0.0737023,0.80405,0.999963,no
XLOC_000686,XLOC_000686,UQCRH,chr1:46713359-46782453,Control,Dengue,OK,106.904,85.2338,-0.326814,-0.372276,0.37145,0.999963,no
XLOC_000687,XLOC_000687,NSUN4,chr1:46805582-46833416,Control,Dengue,OK,4.35083,5.81537,0.418581,0.394935,0.2619,0.999963,no
XLOC_000689,XLOC_000689,FAAH,chr1:46859892-46880261,Control,Dengue,OK,1.48066,2.33195,0.655294,0.536021,0.13815,0.999963,no
XLOC_000690,XLOC_000690,FAAHP1,chr1:46888454-46948165,Control,Dengue,OK,0.303698,0.462267,0.606088,0.242538,0.2716,0.999963,no
XLOC_000692,XLOC_000692,MKNK1-AS1,chr1:47004367-47082563,Control,Dengue,OK,0.47194,0.517571,0.133154,0.0259957,0.95715,0.999963,no
XLOC_000693,XLOC_000693,TEX38,chr1:47098408-47184849,Control,Dengue,OK,0.531711,0.319728,-0.733796,-0.0418876,0.80215,0.999963,no
XLOC_000700,XLOC_000700,LINC00853,chr1:47533159-47646100,Control,Dengue,OK,2.60437,1.42832,-0.866618,-0.740075,0.1067,0.944077,no
XLOC_000702,XLOC_000702,CMPK1,chr1:47797715-47845600,Control,Dengue,OK,54.8803,42.3332,-0.374498,-0.365278,0.19015,0.999963,no
XLOC_000715,XLOC_000715,RP11-329A14.1,chr1:48727185-48937880,Control,Dengue,OK,3.53729,6.61722,0.903579,0.608558,0.10485,0.940413,no
XLOC_000727,XLOC_000727,RP5-850O15.3,chr1:50901387-51425948,Control,Dengue,OK,2.17942,1.42417,-0.613824,-0.196822,0.64325,0.999963,no
XLOC_000730,XLOC_000730,PHBP12,chr1:50901387-51425948,Control,Dengue,OK,1.57522,1.28257,-0.29652,-0.0695374,0.8899,0.999963,no
XLOC_000732,XLOC_000732,CDKN2C,chr1:51426416-51440796,Control,Dengue,OK,3.85891,3.65553,-0.0781148,-0.0699906,0.8429,0.999963,no
XLOC_000738,XLOC_000738,RNF11,chr1:51701843-51810788,Control,Dengue,OK,78.1801,69.2583,-0.174813,-0.137182,0.66065,0.999963,no
XLOC_000740,XLOC_000740,RP11-275F13.3,chr1:51819846-52027301,Control,Dengue,OK,1.66784,1.28716,-0.373788,-0.0557316,0.9159,0.999963,no
XLOC_000742,XLOC_000742,RP11-253A20.1,chr1:51819846-52027301,Control,Dengue,OK,0.60538,0.441812,-0.454406,-0.0337632,0.74015,0.999963,no
XLOC_000743,XLOC_000743,RP11-191G24.1,chr1:51819846-52027301,Control,Dengue,OK,0.523233,1.02568,0.971055,0.0313423,0.6338,0.999963,no
XLOC_000744,XLOC_000744,OSBPL9,chr1:52027537-52344609,Control,Dengue,OK,25.5574,28.1743,0.140639,0.0833862,0.78615,0.999963,no
XLOC_000745,XLOC_000745,SLC25A6P3,chr1:52027537-52344609,Control,Dengue,OK,0.16562,0.517495,1.64367,0.0680503,0.5316,0.999963,no
XLOC_000746,XLOC_000746,RP4-657D16.6,chr1:52027537-52344609,Control,Dengue,OK,0.571176,0.386314,-0.564162,-0.0122187,0.2366,0.999963,no
XLOC_000747,XLOC_000747,TSEN15P2,chr1:52027537-52344609,Control,Dengue,OK,1.10764,0.715822,-0.629819,-0.0257702,0.45955,0.999963,no
XLOC_000754,XLOC_000754,BTF3L4,chr1:52485796-52556842,Control,Dengue,OK,9.43521,9.57075,0.0205773,0.00932294,0.9761,0.999963,no
XLOC_000755,XLOC_000755,ZFYVE9,chr1:52607700-52831942,Control,Dengue,OK,0.712807,0.872287,0.291291,0.0837363,0.6417,0.999963,no
XLOC_000758,XLOC_000758,ANAPC10P1,chr1:52607700-52831942,Control,Dengue,OK,1.85498,1.6696,-0.151894,-0.0254419,0.95025,0.999963,no
XLOC_000759,XLOC_000759,PLA2G12AP1,chr1:52834348-52834916,Control,Dengue,OK,2.35238,1.24284,-0.920478,-0.81673,0.11175,0.958602,no
XLOC_000760,XLOC_000760,PRPF38A,chr1:52838085-53020345,Control,Dengue,OK,12.2444,14.3746,0.2314,0.118425,0.7182,0.999963,no
XLOC_000763,XLOC_000763,GPX7,chr1:53068043-53074834,Control,Dengue,OK,4.42593,3.15837,-0.486798,-0.466315,0.22205,0.999963,no
XLOC_000764,XLOC_000764,FAM159A,chr1:53094396-53148513,Control,Dengue,OK,3.28089,2.46583,-0.412012,-0.223045,0.5664,0.999963,no
XLOC_000767,XLOC_000767,ZYG11B,chr1:53192129-53293053,Control,Dengue,OK,5.14298,5.32948,0.0513887,0.0344815,0.9213,0.999963,no
XLOC_000771,XLOC_000771,SCP2,chr1:53392900-53519365,Control,Dengue,OK,50.3223,45.1719,-0.15577,-0.154515,0.61995,0.999963,no
XLOC_000778,XLOC_000778,CPT2,chr1:53662100-53689925,Control,Dengue,OK,2.82488,3.34231,0.242656,0.170578,0.6497,0.999963,no
XLOC_000789,XLOC_000789,LRRC42,chr1:54382246-54434195,Control,Dengue,OK,3.26503,4.3511,0.414281,0.282103,0.46335,0.999963,no
XLOC_000791,XLOC_000791,TCEANC2,chr1:54492353-54578192,Control,Dengue,OK,1.72404,1.70456,-0.0163907,-0.00412896,0.98575,0.999963,no
XLOC_000794,XLOC_000794,MRPL37,chr1:54598746-54879152,Control,Dengue,OK,10.7748,10.7478,-0.00360872,-0.00305301,0.99295,0.999963,no
XLOC_000795,XLOC_000795,SSBP3-AS1,chr1:54598746-54879152,Control,Dengue,OK,0.404819,0.511885,0.338542,0.0862191,0.8432,0.999963,no
XLOC_000803,XLOC_000803,"MROH7,MROH7-TTC4,TTC4",chr1:55107426-55208377,Control,Dengue,OK,4.76448,4.8519,0.0262302,0.0229532,0.9553,0.999963,no
XLOC_000805,XLOC_000805,LEXM,chr1:55245295-55354523,Control,Dengue,OK,0.664903,0.877723,0.400623,0.126358,0.71285,0.999963,no
XLOC_000813,XLOC_000813,RP11-90C4.1,chr1:55794942-56333921,Control,Dengue,OK,5.05862,1.90373,-1.40992,-1.09656,0.0121,0.380903,no
XLOC_000831,XLOC_000831,LINC01135,chr1:59243198-59369419,Control,Dengue,OK,1.39665,0.599705,-1.21965,-0.104547,0.5372,0.999963,no
XLOC_000832,XLOC_000832,LINC01358,chr1:59399314-59706227,Control,Dengue,OK,0.793918,0.597656,-0.409675,-0.180608,0.4909,0.999963,no
XLOC_000834,XLOC_000834,FGGY,chr1:59760900-60276319,Control,Dengue,OK,9.65301,7.75972,-0.314975,-0.299948,0.4533,0.999963,no
XLOC_000835,XLOC_000835,HOOK1,chr1:60280457-60342107,Control,Dengue,OK,1.11058,0.783292,-0.503692,-0.197756,0.3803,0.999963,no
XLOC_000838,XLOC_000838,NFIA,chr1:61125302-61928465,Control,Dengue,OK,2.24144,1.4689,-0.609693,-0.313324,0.25715,0.999963,no
XLOC_000839,XLOC_000839,RP4-802A10.1,chr1:61125302-61928465,Control,Dengue,OK,0.454222,0.262672,-0.790137,-0.175159,0.4541,0.999963,no
XLOC_000842,XLOC_000842,INADL,chr1:62207669-62644347,Control,Dengue,OK,5.57593,3.42947,-0.701225,-0.534847,0.12775,0.999963,no
XLOC_000850,XLOC_000850,L1TD1,chr1:62660008-62678000,Control,Dengue,OK,0.335428,0.537494,0.680246,0.323753,0.224,0.999963,no
XLOC_000851,XLOC_000851,USP1,chr1:62900967-62917475,Control,Dengue,OK,16.6348,13.1652,-0.337469,-0.388356,0.22715,0.999963,no
XLOC_000856,XLOC_000856,ATG4C,chr1:63249789-63332247,Control,Dengue,OK,6.59677,4.93294,-0.419311,-0.38092,0.21995,0.999963,no
XLOC_000865,XLOC_000865,ALG6,chr1:63833260-64125916,Control,Dengue,OK,6.91957,5.72889,-0.272425,-0.0916451,0.7018,0.999963,no
XLOC_000866,XLOC_000866,EFCAB7,chr1:63833260-64125916,Control,Dengue,OK,3.50543,1.85674,-0.916816,-0.193626,0.42085,0.999963,no
XLOC_000867,XLOC_000867,PGM1,chr1:63833260-64125916,Control,Dengue,OK,7.22549,7.68664,0.0892563,0.0516388,0.87715,0.999963,no
XLOC_000873,XLOC_000873,RAVER2,chr1:65210777-65432259,Control,Dengue,OK,2.60507,2.90905,0.159225,0.0764375,0.76655,0.999963,no
XLOC_000874,XLOC_000874,RP11-182I10.1,chr1:65210777-65432259,Control,Dengue,OK,5.55278,6.42121,0.209636,0.0235894,0.5854,0.999963,no
XLOC_000875,XLOC_000875,RP11-182I10.2,chr1:65210777-65432259,Control,Dengue,OK,4.54037,4.50727,-0.010559,-0.000573092,0.81095,0.999963,no
XLOC_000876,XLOC_000876,RP4-535B20.1,chr1:65509630-65536941,Control,Dengue,OK,0.488409,0.740451,0.600316,0.365795,0.3109,0.999963,no
XLOC_000877,XLOC_000877,AK4,chr1:65613231-65697828,Control,Dengue,OK,1.23765,0.99296,-0.317794,-0.195089,0.57385,0.999963,no
XLOC_000879,XLOC_000879,DNAJC6,chr1:65713901-65881689,Control,Dengue,OK,14.1421,14.2838,0.0143794,0.0161671,0.9729,0.999963,no
XLOC_000880,XLOC_000880,"LEPR,LEPROT",chr1:65886248-66107242,Control,Dengue,OK,41.502,35.2093,-0.237224,-0.13749,0.6324,0.999963,no
XLOC_000882,XLOC_000882,PDE4B,chr1:66258196-66844006,Control,Dengue,OK,115.516,120.725,0.0636313,0.044646,0.89165,0.999963,no
XLOC_000883,XLOC_000883,-,chr1:66853335-66863200,Control,Dengue,OK,2.46478,2.16099,-0.189765,-0.167103,0.64575,0.999963,no
XLOC_000884,XLOC_000884,-,chr1:66882322-66906025,Control,Dengue,OK,0.456087,0.263699,-0.790418,-0.334763,0.44205,0.999963,no
XLOC_000887,XLOC_000887,TCTEX1D1,chr1:67218141-67244470,Control,Dengue,OK,0.524157,0.27199,-0.946447,-0.378327,0.09615,0.923613,no
XLOC_000889,XLOC_000889,MIER1,chr1:67390577-67460387,Control,Dengue,OK,32.0242,32.5429,0.0231816,0.0192389,0.947,0.999963,no
XLOC_000890,XLOC_000890,IL23R,chr1:67557847-67726051,Control,Dengue,OK,0.330866,0.365944,0.145378,0.0812901,0.76775,0.999963,no
XLOC_000893,XLOC_000893,IL12RB2,chr1:67772791-67898208,Control,Dengue,OK,7.04479,5.45146,-0.369915,-0.12392,0.7186,0.999963,no
XLOC_000898,XLOC_000898,GADD45A,chr1:68150743-68154021,Control,Dengue,OK,5.06208,4.67008,-0.116285,-0.120391,0.74265,0.999963,no
XLOC_000899,XLOC_000899,"GNG12,RNU7-80P",chr1:68167148-68698803,Control,Dengue,OK,1.54538,0.596558,-1.37323,-0.293292,0.23445,0.999963,no
XLOC_000908,XLOC_000908,LRRC7,chr1:70034080-70671303,Control,Dengue,OK,0.321234,0.257096,-0.321315,-0.0401469,0.80125,0.999963,no
XLOC_000911,XLOC_000911,SRSF11,chr1:70671348-70718735,Control,Dengue,OK,72.8341,54.1196,-0.428463,-0.326118,0.26425,0.999963,no
XLOC_000913,XLOC_000913,CTH,chr1:70876900-70905534,Control,Dengue,OK,0.313181,0.627172,1.00186,0.479675,0.09855,0.928258,no
XLOC_000922,XLOC_000922,GDI2P2,chr1:71547006-72748417,Control,Dengue,OK,7.59546,7.25628,-0.0659066,-0.0562774,0.8798,0.999963,no
XLOC_000929,XLOC_000929,"FPGT,FPGT-TNNI3K,TNNI3K",chr1:74663895-75010112,Control,Dengue,OK,4.53627,3.89821,-0.218697,-0.139599,0.596,0.999963,no
XLOC_000932,XLOC_000932,TYW3,chr1:75170835-75233056,Control,Dengue,OK,5.60139,4.32795,-0.372101,-0.262833,0.4259,0.999963,no
XLOC_000939,XLOC_000939,"ACADM,RABGGTB",chr1:76190031-76260878,Control,Dengue,OK,60.9157,56.2652,-0.114572,-0.100146,0.74635,0.999963,no
